timestamp,file,scenario_name,model,style,answer,correct_choice,is_correct,question,choice_A,choice_B,choice_C,choice_D
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Aggressive_NightDownhillBrake_v1_MCQ_hybrid_checked.json,Aggressive_NightDownhillBrake_v1,openai/gpt-4.1,hybrid,C,C,True,"An autonomous vehicle travels at 100 km/h (27.78 m/s) downhill on a clear night. It must respond to a 6.0 m/s² deceleration event lasting 1.5 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid collision, including distance traveled during deceleration?",32.45 meters,41.67 meters,58.33 meters,65.00 meters
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingSnow_night_cautious_v1_MCQ_hybrid.json,AnimalCrossingSnow_night_cautious_v1,openai/gpt-4.1,hybrid,C,C,True,The ego vehicle travels at 20 m/s in snow at night with a lead car at 25 m/s 100 m ahead. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway in meters ensures safety with 2.0 s reaction time and 6.0 m/s² deceleration?,40.00,66.67,86.67,100.00
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightOilSpillServiceRoad_v1_MCQ_physics.json,AnimalCrossingNightOilSpillServiceRoad_v1,openai/gpt-4.1,physics,C,C,True,"At night during heavy rain, the ego vehicle travels at 25 m/s toward a stop line 200 m away, with an oil spill reducing traction. Assume the driver’s reaction time is 1.5 s and maximum deceleration is 6.0 m/s² on wet oil. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe distance to maintain ahead to avoid collision?",48.96 m,62.50 m,86.46 m,110.25 m
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_DeliveryDusk_NarrowUrban_MCQ_comparative.json,AnimalCrossing_DeliveryDusk_NarrowUrban,openai/gpt-4.1,comparative,A,A,True,"At dusk, the ego vehicle approaches a red light at 20 m/s, 100 meters from the stop line, with a truck ahead in lane 0 braking suddenly at 300 seconds. The aggressive car in lane 1 may make risky moves. Given low lighting and the need to avoid collisions and red-light violations, which maneuver best balances stopping safely and maintaining lane discipline?",Brake gradually to stop before the stop line,Accelerate to clear the intersection before the light turns red,Change lanes immediately to avoid the braking truck,Maintain current speed and monitor the truck's behavior
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightTouristUncertainMountainPass_MCQ_scenario.json,AnimalCrossingNightTouristUncertainMountainPass,openai/gpt-4.1,scenario,B,B,True,"The ego vehicle approaches a four-way intersection at night on a mountain road with cliffs and potential animal crossings. The traffic light is green, visibility is good, and two vehicles follow behind—one cautious car and one aggressive truck. Given the environmental hazards and traffic dynamics, what should be the primary safety priority for the ego vehicle?",Maximize speed to clear the intersection before the light changes.,Maintain steady speed with safe headway and monitor rear vehicles.,Brake suddenly to prepare for unseen animals at the intersection.,Switch lanes frequently to avoid the aggressive truck.
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightSpeeding_v1_MCQ_comparative.json,AnimalCrossingNightSpeeding_v1,openai/gpt-4.1,comparative,B,B,True,"On a curved two-lane highway at night, the ego vehicle travels at 20 m/s (72 km/h) below the 120 km/h speed limit. A vehicle in lane 1 begins a lane change, while another follows ahead in lane 0. Exceeding safe speed around the curve increases collision risk. Which maneuver minimizes time-to-collision and maintains safe headway while respecting dynamic obstacles?",Accelerate to clear the curve faster,Brake slightly to increase cushion to front vehicle,Change lanes immediately to avoid both vehicles,Maintain current speed and steering
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightHighway_v1_MCQ_policy.json,AnimalCrossing_NightHighway_v1,openai/gpt-4.1,policy,D,D,True,"On a dark, curved highway with aggressive traffic and no signals, the ego vehicle approaches an intersection at 30 m/s. Given high risk from sudden braking and cut-ins, safe policy requires maintaining a conservative time gap. What minimum time gap should the ego enforce to align with defensive driving under these adverse conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightDeer_HailstormDownhill_MCQ_hybrid.json,AnimalCrossing_NightDeer_HailstormDownhill,openai/gpt-4.1,hybrid,C,D,False,"The ego vehicle travels at 70 km/h (19.44 m/s) downhill in heavy hail, with a lead car at 80 km/h. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway in seconds ensures safety considering braking distance and 2-second reaction time with low grip?",2.0 s,3.5 s,5.0 s,6.5 s
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightHard_V1_MCQ_policy.json,AnimalCrossing_NightHard_V1,openai/gpt-4.1,policy,D,D,True,"Driving at 100 kph uphill at night with low visibility increases stopping distance and reduces hazard detection time. Given the aggressive animal's unpredictability and no traffic controls, safety policy requires maximizing reaction margin. What minimum time gap should be maintained to allow safe response if the animal enters the road?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightOilSpill_v1_MCQ_comparative.json,AnimalCrossing_NightOilSpill_v1,openai/gpt-4.1,comparative,A,A,True,"At night on a downhill, unmarked rural road, the ego vehicle approaches an intersection with two slower vehicles: one ahead decelerating with hazards, one in the adjacent lane that suddenly brakes hard. An unseen oil spill reduces traction. Which maneuver minimizes collision risk while ensuring safe, smooth stopping?",Brake smoothly while remaining in lane 0,Accelerate to pass the lead vehicle before the intersection,Change lanes to lane 1 to overtake the lead vehicle,Maintain current speed and monitor both vehicles
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightTunnelExit_v1_MCQ_hybrid.json,AnimalCrossing_NightTunnelExit_v1,openai/gpt-4.1,hybrid,B,C,False,The ego vehicle travels at 25 m/s approaching the tunnel exit into a hailstorm with poor visibility. Assume a driver reaction time of 1.5 seconds and maximum deceleration of 6.5 m/s². Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid collision?,48.08 meters,65.38 meters,82.69 meters,56.25 meters
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_Driving_v1_MCQ_physics.json,AnimalCrossing_Night_Driving_v1,openai/gpt-4.1,physics,D,D,True,"Driving at 80 km/h on a wet mountain road at night, visibility is poor and animals may appear suddenly. Assume a drowsy driver has a 2.5-second reaction time and maximum deceleration of 6 m/s². Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum stopping distance to avoid a collision?",44.44 m,61.73 m,86.11 m,108.33 m
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightBridge_v1_MCQ_policy.json,AnimalCrossing_NightBridge_v1,openai/gpt-4.1,policy,C,C,True,"At night on a narrow alley leading to an icy bridge with limited 40 m visibility, how should a driver manage deceleration to stop safely at the stop sign without losing control or exceeding the traction envelope?",Accelerate slightly to minimize exposure time on the ice-covered surface.,Maintain normal speed since no other traffic or dynamic hazards are visible.,"Initiate early, gentle braking and downshift to increase engine drag while maintaining steering control.",Depend primarily on headlights to gauge distance and brake abruptly when the sign becomes visible.
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightYield_v1_MCQ_physics.json,AnimalCrossing_NightYield_v1,openai/gpt-4.1,physics,B,B,True,"At night in dense traffic, the ego vehicle approaches a yield intersection near x = -20.0. At 100 seconds, the truck 30 meters ahead decelerates at 2.5 m/s² for 5 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. If the ego vehicle travels at 15 m/s and reacts in 1.5 seconds, what is the minimum braking distance required to avoid a collision?",45.00 m,34.50 m,22.50 m,52.50 m
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_Dawn_RampEasy_MCQ_comparative.json,AnimalCrossing_Night_Dawn_RampEasy,openai/gpt-4.1,comparative,D,A,False,"Driving uphill at 25 m/s (90 km/h) in dawn's low light, you follow a cautious car 200m ahead with no traffic controls. Visibility is improving but limited, and safe spacing is critical. Given the moderate density and need for hazard anticipation, which maneuver best balances speed, visibility, and TTC?",Brake gradually,Accelerate slightly,Change lanes,Maintain current speed
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightTouristUncertain_v1_MCQ_physics.json,AnimalCrossing_NightTouristUncertain_v1,openai/gpt-4.1,physics,A,B,False,"At 80 km/h, the ego vehicle is 100 m from a stop line when, at x = -50.0 m, the tourist car decelerates at 6.0 m/s² after 150 s. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum required reaction time to avoid collision?",1.25 s,0.95 s,1.50 s,0.75 s
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_Uturn_v1_MCQ_hybrid.json,AnimalCrossing_Night_Uturn_v1,openai/gpt-4.1,hybrid,B,C,False,"The ego vehicle travels at 25 m/s on a foggy night with high traffic density and poor visibility. The vehicle must complete a U-turn safely, requiring sufficient gap in oncoming traffic. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to initiate the U-turn, considering perception-reaction time of 1.5 s and braking deceleration of 6.5 m/s²?",48.08 m,62.50 m,76.92 m,91.44 m
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_RideShareCautious_V1_MCQ_physics.json,AnimalCrossing_Night_RideShareCautious_V1,openai/gpt-4.1,physics,A,A,True,"An autonomous vehicle travels at 10 m/s toward a roundabout, with a cautious car ahead 200 m away at x = -300.0, moving slightly slower. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum constant deceleration is needed to avoid collision, assuming 1-second reaction time?",0.50 m/s²,0.25 m/s²,1.00 m/s²,0.75 m/s²
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightSandstorm_v1_MCQ_scenario.json,AnimalCrossing_NightSandstorm_v1,openai/gpt-4.1,scenario,B,B,True,You are driving at night in a sandstorm with low visibility on a downhill highway. Traffic includes confused vehicles and sudden braking. The traffic light ahead is red for 30 steps. What is the safest priority?,Accelerate to merge quickly,Decelerate to avoid rear-end collision,Maintain speed and monitor traffic,Stop immediately and wait
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AutonomousEcoDrivingIcyIntersection_v1_MCQ_physics.json,AutonomousEcoDrivingIcyIntersection_v1,openai/gpt-4.1,physics,D,D,True,"An autonomous vehicle travels at 25 m/s on an icy road and must react to a lead vehicle braking at -5.0 m/s² for 2 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway distance in meters to avoid collision, including a 1.5-second reaction time?",37.50 m,68.75 m,50.00 m,81.25 m
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Snowstorm_Night_v1_MCQ_scenario.json,AnimalCrossing_Snowstorm_Night_v1,openai/gpt-4.1,scenario,C,C,True,"Driving at night in heavy snow, the ego vehicle approaches a railroad crossing with limited visibility. The traffic light is red, and the lead vehicle suddenly brakes sharply ahead at 450 seconds. Maintaining safety requires balancing signal compliance, collision avoidance, and environmental constraints. What should be the primary priority in this scenario?",Strictly maintain 100 km/h to adhere to speed limits despite conditions,Focus entirely on stopping before the red light at x = -50.0,Prioritize maintaining safe headway to avoid rear-end collision,Accelerate to clear the crossing before any train arrives
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_v1_MCQ_comparative.json,AnimalCrossing_Night_v1,openai/gpt-4.1,comparative,C,C,True,"On a dark, icy two-lane bridge, your vehicle follows a lead car at high speed under 100 kph. After 10 seconds, a second vehicle cuts in aggressively. At 30 seconds, the lead car decelerates sharply at 4 m/s² for 5 seconds. Given poor visibility and reduced traction, which maneuver best maintains safety?",Maintain current speed,Accelerate slightly,Brake gently in advance,Change lanes immediately
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Night_ZigZag_OilTunnelPedestrianHigh_MCQ_physics.json,AnimalCrossing_Night_ZigZag_OilTunnelPedestrianHigh,openai/gpt-4.1,physics,C,B,False,"The ego vehicle travels at 20 m/s and must stop if the lead car brakes suddenly with 5 m/s² for 2 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid a collision, including a 1.5-second reaction time?",40.00 m,55.00 m,65.00 m,70.00 m
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_Uturn_Night_v1_MCQ_scenario.json,AnimalCrossing_Uturn_Night_v1,openai/gpt-4.1,scenario,B,B,True,"The ego vehicle approaches a two-lane roundabout at night to perform a U-turn, traveling at 30 m/s on a road with 100 km/h speed limit. Visibility is good, but an oil spill is present on the roadway, and animals may cross unpredictably. Given the need to avoid loss of control and detect sudden hazards, what should be the primary priority during the maneuver?",Maintain 30 m/s to minimize time exposed to animal crossings,Prioritize smooth speed reduction before entering the roundabout,Accelerate slightly to clear the roundabout before animals appear,"Focus only on front detection, as no vehicles are present"
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightRoundabout_v1_MCQ_policy.json,AnimalCrossing_NightRoundabout_v1,openai/gpt-4.1,policy,D,D,True,"While approaching a fog-covered roundabout at night with heavy traffic and limited 40 m visibility, what conservative minimum time gap should the ego vehicle wait for before merging to ensure safe integration under perception uncertainty?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AutonomousCar_MountainPass_v1_MCQ_physics.json,AutonomousCar_MountainPass_v1,openai/gpt-4.1,physics,A,C,False,"The ego vehicle travels at 120 km/h (33.33 m/s) and must stop if the traffic light turns red, with a stop line at x = -50.0. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. If the vehicle begins braking at 80 m from the stop line and reaction time is 1.5 s, what minimum deceleration (m/s²) avoids crossing the stop line?",5.14,6.17,7.41,8.33
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AutonomousVehicleBehaviorMismatch_DesertHeatMirage_ParkingSafety_v1_MCQ_policy.json,AutonomousVehicleBehaviorMismatch_DesertHeatMirage_ParkingSafety_v1,openai/gpt-4.1,policy,C,C,True,"The ego vehicle approaches a narrow bridge at 30 m/s with high traffic density and heat mirages affecting perception. Given reduced maneuvering space and sensor challenges, safety requires conservative time gaps. What minimum time headway should the ego vehicle maintain to the lead car for safe parking under these conditions?",1.0 second,1.5 seconds,2.0 seconds,0.5 second
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflictDaydreamHairpinRespectPedestrian_v1_MCQ_comparative.json,BlindSpotConflictDaydreamHairpinRespectPedestrian_v1,openai/gpt-4.1,comparative,D,D,True,"On a clear day, the ego vehicle approaches a sharp hairpin turn at 15 m/s, with a truck ahead moving at 20 m/s. At 120 seconds, the truck decelerates sharply at 4.0 m/s² for 10 seconds, activating hazards. Crosswinds and a nearby pedestrian crossing increase risk. Which maneuver best balances collision avoidance, control, and compliance?",Accelerate to pass the truck before the turn,Maintain speed and stay in lane,Change lane before the turn if clear,Brake gently and prepare to stop
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_DesertHeat_v1_MCQ_comparative.json,BlindSpotConflict_DesertHeat_v1,openai/gpt-4.1,comparative,D,D,True,"The ego vehicle approaches a cloverleaf interchange at 25 m/s with poor visibility due to heat mirages. A truck travels at 20 m/s in lane 1 from the opposite direction, creating a potential blind-spot conflict. Given low traffic density, no red light, and no dynamic events, which maneuver best balances safe perception and smooth progress?",Brake to 15 m/s immediately,Accelerate to 30 m/s to clear fast,Change lanes to avoid the truck's path,Maintain current speed and lane
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNight_UphillEasyHighTraffic_MCQ_comparative.json,AnimalCrossingNight_UphillEasyHighTraffic,openai/gpt-4.1,comparative,D,D,True,"The ego vehicle approaches a nighttime intersection on a steep, high-traffic uphill road with good visibility and a required yield at a stop line. Three vehicles ahead travel faster at 25 m/s. Maintaining speed risks closure, while braking too late may cause rear-end issues. Which maneuver best balances safe yielding and traffic flow?",Brake gently to match 25 m/s,Accelerate to pass before intersection,Maintain current speed of 20 m/s,Brake early to come to a full stop at the line
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_CautiousFoggyHighTraffic_v1_MCQ_policy.json,BlindSpotConflict_CautiousFoggyHighTraffic_v1,openai/gpt-4.1,policy,D,D,True,"The ego vehicle is in the center lane at 30 m/s, fog reduces visibility, and a cautious truck is ahead in the same lane. At 50 seconds, the left-lane aggressive car brakes suddenly at 5.0 m/s². Given high traffic density and blind-spot risks, safety policy requires maintaining a conservative time gap. What minimum time gap should the ego vehicle maintain to mitigate rear-end and cut-in risks under these conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_DawnResidentialEasy_MCQ_comparative.json,BlindSpotConflict_DawnResidentialEasy,openai/gpt-4.1,comparative,A,A,True,"The ego vehicle descends a hill at 30 m/s (108 km/h) in clear dawn conditions, above the 80 km/h speed limit, with speed bumps ahead and a sudden brake event at 200 seconds. Maintaining speed risks loss of control and poor braking response. Which maneuver best balances safety and speed compliance?",Brake gently to reach 80 km/h before the speed bumps,Accelerate to clear the slope quickly,Maintain current speed to ensure smooth descent,Brake hard just before the stop line
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_DawnWeaving_v1_MCQ_policy.json,BlindSpotConflict_DawnWeaving_v1,openai/gpt-4.1,policy,D,D,True,"At dawn, in dense traffic on a 100 kph highway with aggressive trucks and fast-moving cars, the ego vehicle must navigate a weaving zone. Given low visibility and unpredictable maneuvers, safety policy suggests maintaining a conservative time gap. What minimum time gap should the ego vehicle follow to manage blind-spot conflicts and high-speed differences?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_CautiousFoggyHighTraffic_v1_MCQ_physics.json,BlindSpotConflict_CautiousFoggyHighTraffic_v1,openai/gpt-4.1,physics,A,D,False,"In foggy conditions with visibility limited, the ego vehicle travels at 30 m/s in the center lane. At 50 seconds, the aggressive car in the left lane decelerates at 5.0 m/s² for 5 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway distance the ego vehicle must maintain to avoid a rear-end collision, assuming a 1.5-second reaction time and maximum deceleration of 5.0 m/s²?",112.50 m,97.50 m,67.50 m,135.00 m
2025-10-11T09:12:58Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AutonomousVehicleBehaviorMismatch_v1_MCQ_physics.json,AutonomousVehicleBehaviorMismatch_v1,openai/gpt-4.1,physics,D,D,True,"The truck ahead decelerates at 4.0 m/s² for 2 seconds starting at 30 seconds. The ego vehicle travels at 25 m/s and must avoid collision. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway (in meters) to avoid collision, including a 1.5-second reaction time?",37.50,62.50,72.86,87.50
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_DistractedBridgeV1_MCQ_policy.json,BlindSpotConflict_DistractedBridgeV1,openai/gpt-4.1,policy,D,D,True,"The ego vehicle approaches a roundabout at night on icy roads with poor visibility, following a truck moving at 25 m/s. Given reduced traction and sudden braking risks, safety policy suggests maintaining a conservative time gap. What minimum time gap should the ego vehicle keep to ensure safety under these adverse conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_HardNightRural_MCQ_scenario.json,BlindSpotConflict_HardNightRural,openai/gpt-4.1,scenario,C,C,True,"A driver begins moving at night on a dark, unpaved rural road with clear visibility but no lane markings or traffic signals, approaching a construction zone. A slow-moving truck is partially hidden in the ego vehicle's blind spot, and the surface reduces traction. Given the low-light conditions and undetectable proximity risk, what should be the driver's primary safety priority?",Accelerate smoothly to pass through the zone quickly and minimize exposure time.,Rely on peripheral vision to detect the truck's position and maintain current speed.,Delay acceleration until spatial awareness improves to avoid blind-spot collision.,Assume the lane is clear and proceed at a moderate speed to preserve momentum.
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_ElderlyCautious_IcyWeaving_SafeOvertake_EasyLowDensity_v1_MCQ_hybrid.json,BlindSpotConflict_ElderlyCautious_IcyWeaving_SafeOvertake_EasyLowDensity_v1,openai/gpt-4.1,hybrid,D,C,False,The ego vehicle travels at 100 km/h (27.78 m/s) and must overtake a slower truck in icy conditions with reduced traction and visibility. Assume a driver reaction time of 1.5 seconds and maximum deceleration of 4 m/s² on ice. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid collision during the overtake?,30.00 meters,41.67 meters,52.08 meters,65.00 meters
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_Elderly_Cautious_MountainPass_01_MCQ_comparative.json,BlindSpotConflict_Elderly_Cautious_MountainPass_01,openai/gpt-4.1,comparative,D,D,True,"The ego vehicle is 100 meters behind a truck going 20 m/s downhill on a two-lane mountain road with limited overtaking visibility. The speed limit is 80 km/h (22.2 m/s), and the truck blocks clear sight ahead. Maintaining speed risks reducing headway; slowing increases following distance but may delay descent. Which maneuver best balances safety and speed compliance?",Accelerate to 80 km/h while staying behind the truck,Brake to increase following distance,Change lanes to overtake the truck immediately,Maintain current speed and lane position
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_HesitantFloodedUnmarkedIntersection_ParkSafely_EasyHighTraffic_v1_MCQ_policy.json,BlindSpotConflict_HesitantFloodedUnmarkedIntersection_ParkSafely_EasyHighTraffic_v1,openai/gpt-4.1,policy,C,C,True,"An autonomous vehicle approaches a flooded, unmarked rural intersection at 80 kph with poor visibility and high traffic. A hesitant truck and aggressive car are ahead in both lanes, and the truck suddenly brakes. Given the environmental and traffic risks, what is the safest policy for maintaining time gap and avoiding chain collisions?","Maintain at least a 2-second gap, adjusted downward for high traffic density",Reduce to a 1-second gap to match surrounding traffic flow,Increase to a 4-second gap due to flooding and limited visibility,Match the lead vehicle's speed without regard to time gap
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_ExpInexperienced_HighTraffic_MCQ_policy.json,BlindSpotConflict_ExpInexperienced_HighTraffic,openai/gpt-4.1,policy,D,D,True,"Given heavy rain, dim lighting, and sudden braking by a truck ahead at 30 seconds, the ego vehicle must maintain safety despite limited visibility and rear-end collision risks. Safe driving policy recommends increasing following distance under adverse conditions. What minimum time gap should the ego vehicle maintain to comply with defensive driving principles?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_ElderlyCautious_IcyWeaving_SafeOvertake_EasyLowDensity_v1_MCQ_policy.json,BlindSpotConflict_ElderlyCautious_IcyWeaving_SafeOvertake_EasyLowDensity_v1,openai/gpt-4.1,policy,C,C,True,"In icy conditions with poor visibility, the ego vehicle must overtake a slow truck driven hesitantly in the middle lane. Given reduced traction and the truck's blind spot, safety guidelines require a conservative time gap to account for delayed reactions and skidding risk. What is the most appropriate policy for maintaining safety during the overtaking maneuver?",Maintain a 1-second time gap after overtaking to minimize exposure.,"Use a 2-second gap, standard for normal dry conditions.",Keep a 3-second gap before and after overtaking to allow extra stopping distance.,Follow at 1.5 seconds to reduce time near the blind spot.
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_MotorcycleWeave_StrongWinds_Intersection_Easy_MCQ_comparative.json,BlindSpotConflict_MotorcycleWeave_StrongWinds_Intersection_Easy,openai/gpt-4.1,comparative,A,A,True,"The ego vehicle approaches a rainy, low-visibility intersection with a weaving motorcycle 100m ahead and a truck planning a lane change from 200m away. Strong winds increase instability, especially for the motorcycle. Given poor visibility and dynamic blind-spot risk, which maneuver best balances collision avoidance and progress toward the green light?",Brake gradually to increase following distance,Accelerate to pass the motorcycle quickly,Change lanes immediately to the left,Maintain current speed and lane position
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_RedLight_Merge_v1_MCQ_scenario.json,BlindSpotConflict_RedLight_Merge_v1,openai/gpt-4.1,scenario,C,C,True,"The ego vehicle starts at x = -60.0 on a two-lane road with a 90 km/h speed limit, approaching a signalized pedestrian crossing at x = -30.0. The traffic light is in its 30-step red phase, and a truck ahead moves at 15 m/s. Given optimal visibility and no pedestrians, what should be the ego vehicle's highest priority to ensure safety and compliance?",Match the truck's speed to maintain consistent headway and follow distance.,Proceed at a moderate speed to reach the intersection before the light turns red.,"Prepare to stop fully before the stop line, respecting the current red signal phase.",Change lanes immediately to avoid potential obstruction by the truck.
2025-10-11T09:12:59Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BlindSpotConflict_EcoDriving_HighwayHairpinTurn_OvertakeEasy_MCQ_scenario.json,BlindSpotConflict_EcoDriving_HighwayHairpinTurn_OvertakeEasy,openai/gpt-4.1,scenario,C,C,True,"A sharp hairpin turn lies ahead on a two-lane desert highway with heat mirages affecting perception. A truck in lane 1 moves faster than a conservative car in lane 0, creating shifting blind spots. With high-density traffic and no regulation, what should be the ego vehicle's primary safety priority?",Overtake the car in lane 0 immediately to avoid being blocked.,Match the truck's speed to merge safely into lane 1.,Delay overtaking until after the hairpin turn for better visibility and control.,Use high beams to improve visibility in the heat mirage.
