timestamp,file,scenario_name,model,style,answer,correct_choice,is_correct,question,choice_A,choice_B,choice_C,choice_D
2025-10-09T21:41:52Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNight_IceOffRamp_v1_MCQ_hybrid.json,AnimalCrossingNight_IceOffRamp_v1,deepseek/deepseek-r1,hybrid,?,D,False,The ego vehicle accelerates from rest 100 m behind a lead car moving at 25 m/s on an icy road at night. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway ensures a safe overtake given reduced traction and visibility?,50 m,75 m,100 m,125 m
2025-10-09T21:41:53Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingSnow_night_cautious_v1_MCQ_hybrid.json,AnimalCrossingSnow_night_cautious_v1,deepseek/deepseek-r1,hybrid,?,C,False,The ego vehicle travels at 20 m/s in snow at night with a lead car at 25 m/s 100 m ahead. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway in meters ensures safety with 2.0 s reaction time and 6.0 m/s² deceleration?,40.00,66.67,86.67,100.00
2025-10-09T21:41:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_DeliveryDusk_NarrowUrban_MCQ_comparative.json,AnimalCrossing_DeliveryDusk_NarrowUrban,deepseek/deepseek-r1,comparative,?,A,False,"At dusk, the ego vehicle approaches a red light at 20 m/s, 100 meters from the stop line, with a truck ahead in lane 0 braking suddenly at 300 seconds. The aggressive car in lane 1 may make risky moves. Given low lighting and the need to avoid collisions and red-light violations, which maneuver best balances stopping safely and maintaining lane discipline?",Brake gradually to stop before the stop line,Accelerate to clear the intersection before the light turns red,Change lanes immediately to avoid the braking truck,Maintain current speed and monitor the truck's behavior
2025-10-09T21:41:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightBridge_v1_MCQ_policy.json,AnimalCrossing_NightBridge_v1,deepseek/deepseek-r1,policy,?,C,False,"At night on a narrow alley leading to an icy bridge with limited 40 m visibility, how should a driver manage deceleration to stop safely at the stop sign without losing control or exceeding the traction envelope?",Accelerate slightly to minimize exposure time on the ice-covered surface.,Maintain normal speed since no other traffic or dynamic hazards are visible.,"Initiate early, gentle braking and downshift to increase engine drag while maintaining steering control.",Depend primarily on headlights to gauge distance and brake abruptly when the sign becomes visible.
2025-10-09T21:41:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightHard_V1_MCQ_policy.json,AnimalCrossing_NightHard_V1,deepseek/deepseek-r1,policy,?,D,False,"Driving at 100 kph uphill at night with low visibility increases stopping distance and reduces hazard detection time. Given the aggressive animal's unpredictability and no traffic controls, safety policy requires maximizing reaction margin. What minimum time gap should be maintained to allow safe response if the animal enters the road?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-09T21:41:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightDeer_HailstormDownhill_MCQ_hybrid.json,AnimalCrossing_NightDeer_HailstormDownhill,deepseek/deepseek-r1,hybrid,?,D,False,"The ego vehicle travels at 70 km/h (19.44 m/s) downhill in heavy hail, with a lead car at 80 km/h. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway in seconds ensures safety considering braking distance and 2-second reaction time with low grip?",2.0 s,3.5 s,5.0 s,6.5 s
2025-10-09T21:41:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightHighway_v1_MCQ_policy.json,AnimalCrossing_NightHighway_v1,deepseek/deepseek-r1,policy,?,D,False,"On a dark, curved highway with aggressive traffic and no signals, the ego vehicle approaches an intersection at 30 m/s. Given high risk from sudden braking and cut-ins, safe policy requires maintaining a conservative time gap. What minimum time gap should the ego enforce to align with defensive driving under these adverse conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-09T21:41:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightRoundabout_v1_MCQ_policy.json,AnimalCrossing_NightRoundabout_v1,deepseek/deepseek-r1,policy,?,D,False,"While approaching a fog-covered roundabout at night with heavy traffic and limited 40 m visibility, what conservative minimum time gap should the ego vehicle wait for before merging to ensure safe integration under perception uncertainty?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-09T21:42:21Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightOilSpill_v1_MCQ_comparative.json,AnimalCrossing_NightOilSpill_v1,deepseek/deepseek-r1,comparative,A,A,True,"At night on a downhill, unmarked rural road, the ego vehicle approaches an intersection with two slower vehicles: one ahead decelerating with hazards, one in the adjacent lane that suddenly brakes hard. An unseen oil spill reduces traction. Which maneuver minimizes collision risk while ensuring safe, smooth stopping?",Brake smoothly while remaining in lane 0,Accelerate to pass the lead vehicle before the intersection,Change lanes to lane 1 to overtake the lead vehicle,Maintain current speed and monitor both vehicles
2025-10-09T21:42:22Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightTouristUncertain_v1_MCQ_physics.json,AnimalCrossing_NightTouristUncertain_v1,deepseek/deepseek-r1,physics,?,B,False,"At 80 km/h, the ego vehicle is 100 m from a stop line when, at x = -50.0 m, the tourist car decelerates at 6.0 m/s² after 150 s. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum required reaction time to avoid collision?",1.25 s,0.95 s,1.50 s,0.75 s
2025-10-09T21:42:46Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNight_UphillEasyHighTraffic_MCQ_comparative.json,AnimalCrossingNight_UphillEasyHighTraffic,deepseek/deepseek-r1,comparative,D,D,True,"The ego vehicle approaches a nighttime intersection on a steep, high-traffic uphill road with good visibility and a required yield at a stop line. Three vehicles ahead travel faster at 25 m/s. Maintaining speed risks closure, while braking too late may cause rear-end issues. Which maneuver best balances safe yielding and traffic flow?",Brake gently to match 25 m/s,Accelerate to pass before intersection,Maintain current speed of 20 m/s,Brake early to come to a full stop at the line
2025-10-09T21:43:07Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossing_NightSandstorm_v1_MCQ_scenario.json,AnimalCrossing_NightSandstorm_v1,deepseek/deepseek-r1,scenario,B,B,True,You are driving at night in a sandstorm with low visibility on a downhill highway. Traffic includes confused vehicles and sudden braking. The traffic light ahead is red for 30 steps. What is the safest priority?,Accelerate to merge quickly,Decelerate to avoid rear-end collision,Maintain speed and monitor traffic,Stop immediately and wait
